,data,godzina,dom,wyjazd,wynik
8167,2020-08-24,17:00,Jagiellonia Białystok,Wisła Kraków,1:1
8168,2020-08-28,17:00,Zagłębie Lubin,Warta Poznań,1:0
8169,2020-08-28,19:30,FKS Stal Mielec,Górnik Zabrze,0:2
8170,2020-08-29,14:00,Lechia Gdańsk,Raków Częstochowa,1:3
8171,2020-08-29,16:30,Wisła Kraków,Śląsk Wrocław,1:3
8172,2020-08-29,19:00,Legia Warszawa,Jagiellonia Białystok,1:2
8173,2020-08-30,11:30,Piast Gliwice,Pogoń Szczecin,0:1
8174,2020-08-30,14:00,Podbeskidzie Bielsko-Biała,KS Cracovia,2:2
8175,2020-08-30,16:30,Lech Poznań,Wisła Płock,2:2
8176,2020-09-11,17:00,Jagiellonia Białystok,Podbeskidzie Bielsko-Biała,2:2
8177,2020-09-11,19:30,Wisła Płock,Legia Warszawa,0:1
8178,2020-09-12,14:00,KS Cracovia,FKS Stal Mielec,1:1
8179,2020-09-12,16:30,Warta Poznań,Piast Gliwice,0:0
8180,2020-09-12,19:00,Śląsk Wrocław,Lech Poznań,3:3
8181,2020-09-13,14:00,Pogoń Szczecin,Wisła Kraków,2:2
8182,2020-09-13,16:30,Górnik Zabrze,Lechia Gdańsk,3:0
8183,2020-09-14,17:00,Raków Częstochowa,Zagłębie Lubin,2:1
8184,2020-09-18,17:00,Podbeskidzie Bielsko-Biała,Raków Częstochowa,1:4
8185,2020-09-18,19:30,Wisła Kraków,Wisła Płock,0:3
8186,2020-09-19,14:00,Lechia Gdańsk,FKS Stal Mielec,4:2
8187,2020-09-19,16:30,Pogoń Szczecin,Śląsk Wrocław,1:0
8188,2020-09-19,19:00,Legia Warszawa,Górnik Zabrze,1:3
8189,2020-09-20,14:00,Zagłębie Lubin,KS Cracovia,1:1
8190,2020-09-20,16:30,Lech Poznań,Warta Poznań,1:0
8191,2020-09-21,17:00,Piast Gliwice,Jagiellonia Białystok,0:1
8192,2020-09-25,17:00,Wisła Płock,Warta Poznań,1:3
8193,2020-09-25,19:30,Górnik Zabrze,Wisła Kraków,0:0
8194,2020-09-26,14:00,KS Cracovia,Raków Częstochowa,2:2
8195,2020-09-26,16:30,Lechia Gdańsk,Podbeskidzie Bielsko-Biała,4:0
8196,2020-09-26,19:00,Jagiellonia Białystok,Zagłębie Lubin,0:1
8197,2020-09-28,17:00,FKS Stal Mielec,Piast Gliwice,3:2
8198,2020-10-21,17:00,Legia Warszawa,Śląsk Wrocław,2:1
8199,2020-12-16,19:30,Lech Poznań,Pogoń Szczecin,0:4
8200,2020-10-02,17:00,Raków Częstochowa,Wisła Płock,3:0
8201,2020-10-02,19:30,Śląsk Wrocław,KS Cracovia,3:1
8202,2020-10-03,14:00,Podbeskidzie Bielsko-Biała,FKS Stal Mielec,1:0
8203,2020-10-03,19:00,Zagłębie Lubin,Górnik Zabrze,2:0
8204,2020-10-04,16:30,Piast Gliwice,Lech Poznań,1:4
8205,2020-10-28,17:00,Wisła Kraków,Lechia Gdańsk,1:3
8206,2020-10-30,17:00,Pogoń Szczecin,Jagiellonia Białystok,3:0
8207,2020-11-02,17:00,Warta Poznań,Legia Warszawa,0:3
8208,2020-10-17,14:00,KS Cracovia,Piast Gliwice,1:0
8209,2020-10-17,16:30,Górnik Zabrze,Raków Częstochowa,1:3
8210,2020-10-17,19:00,Jagiellonia Białystok,Lech Poznań,2:1
8211,2020-10-18,11:30,Wisła Płock,Śląsk Wrocław,1:0
8212,2020-10-18,14:00,FKS Stal Mielec,Wisła Kraków,0:6
8213,2020-10-18,16:30,Legia Warszawa,Zagłębie Lubin,2:1
8214,2020-10-19,17:00,Podbeskidzie Bielsko-Biała,Warta Poznań,1:2
8215,2020-10-19,19:30,Lechia Gdańsk,Pogoń Szczecin,0:1
8216,2020-10-23,17:00,Piast Gliwice,Wisła Płock,2:2
8217,2020-10-23,19:30,Zagłębie Lubin,Lechia Gdańsk,1:1
8218,2020-10-24,14:00,Wisła Kraków,Podbeskidzie Bielsko-Biała,3:0
8219,2020-10-24,16:30,Śląsk Wrocław,Jagiellonia Białystok,1:0
8220,2020-10-24,19:00,Pogoń Szczecin,Legia Warszawa,0:0
8221,2020-10-25,14:00,Raków Częstochowa,FKS Stal Mielec,2:1
8222,2020-10-25,16:30,Lech Poznań,KS Cracovia,1:1
8223,2020-10-26,17:00,Warta Poznań,Górnik Zabrze,0:1
8224,2020-11-07,14:00,FKS Stal Mielec,Warta Poznań,0:1
8225,2020-11-07,16:30,KS Cracovia,Jagiellonia Białystok,3:1
8226,2020-11-08,14:00,Legia Warszawa,Lech Poznań,2:1
8227,2020-11-08,16:30,Raków Częstochowa,Wisła Kraków,0:0
8228,2020-11-20,17:00,Lechia Gdańsk,Śląsk Wrocław,3:2
8229,2020-11-20,19:30,Górnik Zabrze,Piast Gliwice,1:2
8230,2020-11-24,17:00,Podbeskidzie Bielsko-Biała,Zagłębie Lubin,2:1
8231,2020-12-02,17:00,Wisła Płock,Pogoń Szczecin,0:0
8232,2020-11-07,19:00,Śląsk Wrocław,Górnik Zabrze,0:0
8233,2020-11-09,17:00,Pogoń Szczecin,Podbeskidzie Bielsko-Biała,1:1
8234,2020-11-21,16:30,Zagłębie Lubin,FKS Stal Mielec,2:2
8235,2020-11-21,19:00,Warta Poznań,Wisła Kraków,2:1
8236,2020-11-22,11:30,Lech Poznań,Raków Częstochowa,3:3
8237,2020-11-22,16:30,KS Cracovia,Legia Warszawa,0:1
8238,2020-11-23,17:00,Piast Gliwice,Lechia Gdańsk,2:0
8239,2020-11-23,19:30,Jagiellonia Białystok,Wisła Płock,5:2
8240,2020-11-27,17:00,Wisła Płock,KS Cracovia,0:1
8241,2020-11-27,19:30,Górnik Zabrze,Pogoń Szczecin,2:1
8242,2020-11-28,14:00,FKS Stal Mielec,Jagiellonia Białystok,3:1
8243,2020-11-28,16:30,Podbeskidzie Bielsko-Biała,Śląsk Wrocław,0:2
8244,2020-11-28,19:00,Wisła Kraków,Zagłębie Lubin,1:2
8245,2020-11-29,14:00,Raków Częstochowa,Warta Poznań,1:0
8246,2020-11-29,16:30,Legia Warszawa,Piast Gliwice,2:2
8247,2020-11-30,17:00,Lechia Gdańsk,Lech Poznań,0:1
8248,2020-12-04,19:30,KS Cracovia,Wisła Kraków,1:1
8249,2020-12-05,14:00,Jagiellonia Białystok,Warta Poznań,4:3
8250,2020-12-05,16:30,Śląsk Wrocław,Raków Częstochowa,1:0
8251,2020-12-05,19:00,Legia Warszawa,Lechia Gdańsk,2:0
8252,2020-12-06,14:00,Piast Gliwice,Zagłębie Lubin,1:1
8253,2020-12-06,16:30,Lech Poznań,Podbeskidzie Bielsko-Biała,4:0
8254,2020-12-07,17:00,Pogoń Szczecin,FKS Stal Mielec,2:0
8255,2020-12-07,19:30,Wisła Płock,Górnik Zabrze,0:1
8256,2020-12-11,17:00,Podbeskidzie Bielsko-Biała,Piast Gliwice,0:5
8257,2020-12-11,19:30,Zagłębie Lubin,Śląsk Wrocław,2:1
8258,2020-12-12,14:00,Warta Poznań,Pogoń Szczecin,1:2
8259,2020-12-12,16:30,Górnik Zabrze,KS Cracovia,0:2
8260,2020-12-12,19:00,Wisła Kraków,Legia Warszawa,1:2
8261,2020-12-13,14:00,FKS Stal Mielec,Lech Poznań,1:1
8262,2020-12-13,16:30,Raków Częstochowa,Jagiellonia Białystok,3:2
8263,2020-12-14,17:00,Lechia Gdańsk,Wisła Płock,0:1
8264,2020-12-17,17:00,Śląsk Wrocław,Warta Poznań,2:1
8265,2020-12-18,17:00,Wisła Płock,Podbeskidzie Bielsko-Biała,4:1
8266,2020-12-18,19:30,Legia Warszawa,FKS Stal Mielec,2:3
8267,2020-12-19,14:00,Pogoń Szczecin,Zagłębie Lubin,1:0
8268,2020-12-19,16:30,KS Cracovia,Lechia Gdańsk,0:3
8269,2020-12-19,19:00,Lech Poznań,Wisła Kraków,0:1
8270,2020-12-20,14:00,Piast Gliwice,Raków Częstochowa,0:0
8271,2020-12-20,16:30,Jagiellonia Białystok,Górnik Zabrze,1:0
8272,2021-01-29,17:00,Zagłębie Lubin,Wisła Płock,0:2
8273,2021-01-29,19:30,Raków Częstochowa,Pogoń Szczecin,0:1
8274,2021-01-30,14:00,Warta Poznań,KS Cracovia,1:0
8275,2021-01-30,16:30,Lechia Gdańsk,Jagiellonia Białystok,0:2
8276,2021-01-30,19:00,Górnik Zabrze,Lech Poznań,1:1
8277,2021-01-31,14:00,Wisła Kraków,Piast Gliwice,3:4
8278,2021-01-31,16:30,Podbeskidzie Bielsko-Biała,Legia Warszawa,1:0
8279,2021-02-01,17:00,FKS Stal Mielec,Śląsk Wrocław,0:0
8280,2021-02-05,17:00,Lechia Gdańsk,Warta Poznań,1:1
8281,2021-02-05,19:30,Lech Poznań,Zagłębie Lubin,0:0
8282,2021-02-06,14:00,Piast Gliwice,Śląsk Wrocław,2:0
8283,2021-02-06,16:30,Pogoń Szczecin,KS Cracovia,1:0
8284,2021-02-06,19:00,Legia Warszawa,Raków Częstochowa,2:0
8285,2021-02-07,14:00,Podbeskidzie Bielsko-Biała,Górnik Zabrze,2:1
8286,2021-02-07,16:30,Wisła Kraków,Jagiellonia Białystok,2:0
8287,2021-03-04,19:30,FKS Stal Mielec,Wisła Płock,2:2
8288,2021-02-12,19:30,Śląsk Wrocław,Wisła Kraków,1:1
8289,2021-02-13,14:00,KS Cracovia,Podbeskidzie Bielsko-Biała,1:1
8290,2021-02-13,16:30,Pogoń Szczecin,Piast Gliwice,0:0
8291,2021-02-13,19:00,Raków Częstochowa,Lechia Gdańsk,0:1
8292,2021-02-14,14:00,Wisła Płock,Lech Poznań,1:0
8293,2021-02-14,16:30,Jagiellonia Białystok,Legia Warszawa,1:1
8294,2021-02-15,17:00,Warta Poznań,Zagłębie Lubin,1:0
8295,2021-02-15,19:30,Górnik Zabrze,FKS Stal Mielec,2:1
8296,2021-02-19,17:00,FKS Stal Mielec,KS Cracovia,0:0
8297,2021-02-19,19:30,Wisła Kraków,Pogoń Szczecin,2:1
8298,2021-02-20,14:00,Legia Warszawa,Wisła Płock,5:2
8299,2021-02-20,16:30,Podbeskidzie Bielsko-Biała,Jagiellonia Białystok,1:1
8300,2021-02-20,19:00,Lechia Gdańsk,Górnik Zabrze,2:0
8301,2021-02-21,14:00,Zagłębie Lubin,Raków Częstochowa,1:2
8302,2021-02-21,16:30,Lech Poznań,Śląsk Wrocław,1:0
8303,2021-02-22,17:00,Piast Gliwice,Warta Poznań,0:1
8304,2021-02-26,17:00,Raków Częstochowa,Podbeskidzie Bielsko-Biała,1:0
8305,2021-02-26,19:30,Warta Poznań,Lech Poznań,1:2
8306,2021-02-27,14:00,FKS Stal Mielec,Lechia Gdańsk,0:1
8307,2021-02-27,16:30,Jagiellonia Białystok,Piast Gliwice,0:1
8308,2021-02-27,19:00,Górnik Zabrze,Legia Warszawa,1:2
8309,2021-02-28,11:30,Wisła Płock,Wisła Kraków,1:3
8310,2021-02-28,14:00,KS Cracovia,Zagłębie Lubin,2:4
8311,2021-02-28,16:30,Śląsk Wrocław,Pogoń Szczecin,2:1
8312,2021-03-05,19:30,Wisła Kraków,Górnik Zabrze,0:0
8313,2021-03-06,14:00,Podbeskidzie Bielsko-Biała,Lechia Gdańsk,2:2
8314,2021-03-06,16:30,Zagłębie Lubin,Jagiellonia Białystok,3:0
8315,2021-03-06,19:00,Raków Częstochowa,KS Cracovia,0:0
8316,2021-03-07,11:30,Piast Gliwice,FKS Stal Mielec,2:1
8317,2021-03-07,14:00,Pogoń Szczecin,Lech Poznań,0:1
8318,2021-03-07,16:30,Śląsk Wrocław,Legia Warszawa,0:1
8319,2021-03-08,17:00,Warta Poznań,Wisła Płock,2:0
8320,2021-03-12,17:00,KS Cracovia,Śląsk Wrocław,1:1
8321,2021-03-12,19:30,Jagiellonia Białystok,Pogoń Szczecin,0:1
8322,2021-03-13,14:00,Wisła Płock,Raków Częstochowa,2:2
8323,2021-03-13,16:30,Lechia Gdańsk,Wisła Kraków,2:0
8324,2021-03-13,19:00,Legia Warszawa,Warta Poznań,3:2
8325,2021-03-14,14:00,Górnik Zabrze,Zagłębie Lubin,2:0
8326,2021-03-14,16:30,Lech Poznań,Piast Gliwice,0:0
8327,2021-03-15,17:00,FKS Stal Mielec,Podbeskidzie Bielsko-Biała,2:1
8328,2021-03-19,17:00,Piast Gliwice,KS Cracovia,2:0
8329,2021-03-19,19:30,Pogoń Szczecin,Lechia Gdańsk,1:0
8330,2021-03-20,14:00,Śląsk Wrocław,Wisła Płock,0:0
8331,2021-03-20,16:30,Raków Częstochowa,Górnik Zabrze,0:0
8332,2021-03-20,19:00,Lech Poznań,Jagiellonia Białystok,2:3
8333,2021-03-21,11:30,Warta Poznań,Podbeskidzie Bielsko-Biała,2:0
8334,2021-03-21,14:00,Wisła Kraków,FKS Stal Mielec,3:1
8335,2021-03-21,16:30,Zagłębie Lubin,Legia Warszawa,0:4
8336,2021-04-03,11:30,Wisła Płock,Piast Gliwice,0:1
8337,2021-04-03,16:30,Legia Warszawa,Pogoń Szczecin,4:2
8338,2021-04-03,19:00,KS Cracovia,Lech Poznań,2:1
8339,2021-04-05,11:30,Górnik Zabrze,Warta Poznań,1:2
8340,2021-04-05,14:00,Podbeskidzie Bielsko-Biała,Wisła Kraków,2:0
8341,2021-04-05,16:30,Jagiellonia Białystok,Śląsk Wrocław,0:1
8342,2021-04-05,19:00,Lechia Gdańsk,Zagłębie Lubin,3:1
8343,2021-05-05,18:00,FKS Stal Mielec,Raków Częstochowa,0:1
8344,2021-04-09,17:00,Jagiellonia Białystok,KS Cracovia,2:1
8345,2021-04-09,19:30,Wisła Kraków,Raków Częstochowa,1:2
8346,2021-04-10,14:00,Pogoń Szczecin,Wisła Płock,2:0
8347,2021-04-10,16:30,Warta Poznań,FKS Stal Mielec,0:0
8348,2021-04-10,19:00,Śląsk Wrocław,Lechia Gdańsk,1:1
8349,2021-04-11,14:00,Zagłębie Lubin,Podbeskidzie Bielsko-Biała,2:1
8350,2021-04-11,16:30,Lech Poznań,Legia Warszawa,0:0
8351,2021-04-12,17:00,Piast Gliwice,Górnik Zabrze,2:0
8352,2021-04-16,17:00,Podbeskidzie Bielsko-Biała,Pogoń Szczecin,0:2
8353,2021-04-16,19:30,Górnik Zabrze,Śląsk Wrocław,1:1
8354,2021-04-17,14:00,Lechia Gdańsk,Piast Gliwice,2:2
8355,2021-04-17,16:30,Raków Częstochowa,Lech Poznań,3:1
8356,2021-04-17,19:00,Wisła Kraków,Warta Poznań,0:1
8357,2021-04-18,11:30,FKS Stal Mielec,Zagłębie Lubin,0:2
8358,2021-04-18,14:00,Wisła Płock,Jagiellonia Białystok,2:2
8359,2021-04-18,16:30,Legia Warszawa,KS Cracovia,0:0
8360,2021-04-20,17:00,Pogoń Szczecin,Górnik Zabrze,1:0
8361,2021-04-20,17:00,Warta Poznań,Raków Częstochowa,0:2
8362,2021-04-20,19:30,Lech Poznań,Lechia Gdańsk,3:0
8363,2021-04-20,19:30,Śląsk Wrocław,Podbeskidzie Bielsko-Biała,4:3
8364,2021-04-21,17:00,Jagiellonia Białystok,FKS Stal Mielec,3:3
8365,2021-04-21,17:00,Zagłębie Lubin,Wisła Kraków,4:1
8366,2021-04-21,19:30,KS Cracovia,Wisła Płock,1:0
8367,2021-04-21,19:30,Piast Gliwice,Legia Warszawa,0:1
8368,2021-04-23,17:00,Raków Częstochowa,Śląsk Wrocław,2:0
8369,2021-04-23,19:30,Podbeskidzie Bielsko-Biała,Lech Poznań,1:0
8370,2021-04-24,14:00,Górnik Zabrze,Wisła Płock,0:2
8371,2021-04-24,16:30,Zagłębie Lubin,Piast Gliwice,2:2
8372,2021-04-24,19:00,Wisła Kraków,KS Cracovia,0:0
8373,2021-04-25,11:30,Warta Poznań,Jagiellonia Białystok,2:0
8374,2021-04-25,14:00,FKS Stal Mielec,Pogoń Szczecin,1:0
8375,2021-04-25,16:30,Lechia Gdańsk,Legia Warszawa,0:1
8376,2021-04-28,18:00,Jagiellonia Białystok,Raków Częstochowa,0:0
8377,2021-04-30,17:00,Wisła Płock,Lechia Gdańsk,1:3
8378,2021-04-30,19:30,Śląsk Wrocław,Zagłębie Lubin,0:0
8379,2021-05-01,14:00,Legia Warszawa,Wisła Kraków,0:0
8380,2021-05-01,16:30,Pogoń Szczecin,Warta Poznań,1:1
8381,2021-05-01,19:00,Lech Poznań,FKS Stal Mielec,1:2
8382,2021-05-03,14:00,Piast Gliwice,Podbeskidzie Bielsko-Biała,2:0
8383,2021-05-03,16:30,KS Cracovia,Górnik Zabrze,1:0
8384,2021-05-07,17:00,Górnik Zabrze,Jagiellonia Białystok,3:1
8385,2021-05-07,19:30,Zagłębie Lubin,Pogoń Szczecin,1:1
8386,2021-05-08,14:00,Podbeskidzie Bielsko-Biała,Wisła Płock,1:1
8387,2021-05-08,16:30,Lechia Gdańsk,KS Cracovia,1:1
8388,2021-05-08,19:00,Wisła Kraków,Lech Poznań,1:2
8389,2021-05-09,14:00,Warta Poznań,Śląsk Wrocław,2:3
8390,2021-05-09,16:30,FKS Stal Mielec,Legia Warszawa,0:0
8391,2021-05-10,17:00,Raków Częstochowa,Piast Gliwice,1:0
8392,2021-05-16,16:30,Jagiellonia Białystok,Lechia Gdańsk,2:1
8393,2021-05-16,16:30,Lech Poznań,Górnik Zabrze,1:1
8394,2021-05-16,16:30,Legia Warszawa,Podbeskidzie Bielsko-Biała,1:0
8395,2021-05-16,16:30,Piast Gliwice,Wisła Kraków,2:3
8396,2021-05-16,16:30,Pogoń Szczecin,Raków Częstochowa,1:3
8397,2021-05-16,16:30,Śląsk Wrocław,FKS Stal Mielec,1:1
8398,2021-05-16,16:30,Wisła Płock,Zagłębie Lubin,4:0
8399,2021-05-16,16:30,KS Cracovia,Warta Poznań,0:1
8400,2021-07-23,17:00,Bruk-Bet Termalica Nieciecza,FKS Stal Mielec,1:1
8401,2021-07-23,19:30,Lech Poznań,Radomiak Radom,0:0
8402,2021-07-24,14:00,Górnik Łęczna,KS Cracovia,1:1
8403,2021-07-24,16:30,Jagiellonia Białystok,Lechia Gdańsk,1:1
8404,2021-07-24,19:00,Legia Warszawa,Wisła Płock,1:0
8405,2021-07-25,14:00,Piast Gliwice,Raków Częstochowa,2:3
8406,2021-07-25,16:30,Śląsk Wrocław,Warta Poznań,2:2
8407,2021-07-25,19:00,Pogoń Szczecin,Górnik Zabrze,2:0
8408,2021-07-26,17:00,Wisła Kraków,Zagłębie Lubin,3:0
8409,2021-07-30,17:00,Zagłębie Lubin,Górnik Łęczna,3:1
8410,2021-07-30,19:30,Górnik Zabrze,Lech Poznań,1:3
8411,2021-07-31,14:00,FKS Stal Mielec,Piast Gliwice,0:2
8412,2021-07-31,16:30,Bruk-Bet Termalica Nieciecza,Wisła Kraków,2:2
8413,2021-07-31,19:00,Radomiak Radom,Legia Warszawa,3:1
8414,2021-08-01,14:00,Warta Poznań,Pogoń Szczecin,1:1
8415,2021-08-01,16:30,KS Cracovia,Śląsk Wrocław,1:2
8416,2021-08-01,19:00,Raków Częstochowa,Jagiellonia Białystok,0:3
8417,2021-08-02,17:00,Lechia Gdańsk,Wisła Płock,1:0
8418,2021-08-06,17:00,Górnik Łęczna,Warta Poznań,0:4
8419,2021-08-06,19:30,Lech Poznań,KS Cracovia,2:0
8420,2021-08-07,14:00,Jagiellonia Białystok,Bruk-Bet Termalica Nieciecza,1:0
8421,2021-08-07,16:30,Górnik Zabrze,FKS Stal Mielec,1:0
8422,2021-08-08,14:00,Pogoń Szczecin,Piast Gliwice,1:0
8423,2021-08-08,16:30,Wisła Kraków,Raków Częstochowa,1:2
8424,2021-08-08,19:00,Śląsk Wrocław,Lechia Gdańsk,1:1
8425,2021-08-09,17:00,Wisła Płock,Radomiak Radom,1:0
8426,2021-12-15,19:30,Legia Warszawa,Zagłębie Lubin,4:0
8427,2021-08-13,17:00,Bruk-Bet Termalica Nieciecza,Lech Poznań,1:3
8428,2021-08-13,19:30,FKS Stal Mielec,Wisła Kraków,2:1
8429,2021-08-14,14:00,Piast Gliwice,Wisła Płock,4:3
8430,2021-08-14,16:30,Lechia Gdańsk,KS Cracovia,3:0
8431,2021-08-14,19:00,Warta Poznań,Legia Warszawa,0:2
8432,2021-08-15,16:30,Śląsk Wrocław,Górnik Łęczna,0:0
8433,2021-08-15,19:00,Zagłębie Lubin,Pogoń Szczecin,2:0
8434,2021-08-16,17:00,Jagiellonia Białystok,Górnik Zabrze,1:3
8435,2021-09-29,16:00,Raków Częstochowa,Radomiak Radom,2:2
8436,2021-08-20,17:00,Wisła Płock,Zagłębie Lubin,4:0
8437,2021-08-20,19:30,Radomiak Radom,Warta Poznań,1:0
8438,2021-08-21,14:00,Pogoń Szczecin,FKS Stal Mielec,4:1
8439,2021-08-21,16:30,KS Cracovia,Jagiellonia Białystok,2:1
8440,2021-08-21,19:00,Górnik Łęczna,Wisła Kraków,1:3
8441,2021-08-22,14:00,Piast Gliwice,Śląsk Wrocław,1:1
8442,2021-08-22,16:30,Lech Poznań,Lechia Gdańsk,2:0
8443,2021-12-15,17:00,Raków Częstochowa,Górnik Zabrze,1:2
8444,2022-03-15,17:45,Legia Warszawa,Bruk-Bet Termalica Nieciecza,4:1
8445,2021-08-27,17:00,FKS Stal Mielec,Górnik Łęczna,2:0
8446,2021-08-27,19:30,Warta Poznań,Jagiellonia Białystok,1:1
8447,2021-08-28,11:30,Bruk-Bet Termalica Nieciecza,KS Cracovia,1:2
8448,2021-08-28,14:00,Lechia Gdańsk,Radomiak Radom,2:2
8449,2021-08-28,16:30,Lech Poznań,Pogoń Szczecin,1:1
8450,2021-08-28,19:00,Górnik Zabrze,Piast Gliwice,0:1
8451,2021-08-29,11:30,Wisła Płock,Raków Częstochowa,1:1
8452,2021-08-29,14:00,Zagłębie Lubin,Śląsk Wrocław,1:3
8453,2021-08-29,16:30,Wisła Kraków,Legia Warszawa,1:0
8454,2021-09-11,11:30,Warta Poznań,Bruk-Bet Termalica Nieciecza,0:0
8455,2021-09-11,14:00,KS Cracovia,Górnik Zabrze,2:2
8456,2021-09-11,16:30,Jagiellonia Białystok,FKS Stal Mielec,1:1
8457,2021-09-11,19:00,Śląsk Wrocław,Legia Warszawa,1:0
8458,2021-09-12,11:30,Piast Gliwice,Zagłębie Lubin,0:1
8459,2021-09-12,14:00,Wisła Kraków,Lechia Gdańsk,2:2
8460,2021-09-12,16:30,Raków Częstochowa,Lech Poznań,2:2
8461,2021-09-13,17:00,Górnik Łęczna,Wisła Płock,3:2
8462,2021-09-13,19:30,Radomiak Radom,Pogoń Szczecin,1:1
8463,2021-09-17,17:00,Zagłębie Lubin,Bruk-Bet Termalica Nieciecza,2:1
8464,2021-09-17,19:30,Lech Poznań,Wisła Kraków,5:0
8465,2021-09-18,11:30,Wisła Płock,Jagiellonia Białystok,3:0
8466,2021-09-18,14:00,Pogoń Szczecin,KS Cracovia,1:1
8467,2021-09-18,16:30,Radomiak Radom,Śląsk Wrocław,1:1
8468,2021-09-18,19:00,Lechia Gdańsk,Piast Gliwice,1:0
8469,2021-09-19,11:30,FKS Stal Mielec,Raków Częstochowa,0:3
8470,2021-09-19,14:00,Górnik Zabrze,Warta Poznań,1:0
8471,2021-09-19,16:30,Legia Warszawa,Górnik Łęczna,3:1
8472,2021-09-24,17:00,Górnik Łęczna,Lechia Gdańsk,0:4
8473,2021-09-24,19:30,Jagiellonia Białystok,Lech Poznań,1:0
8474,2021-09-25,14:00,FKS Stal Mielec,Radomiak Radom,1:0
8475,2021-09-25,16:30,Warta Poznań,Zagłębie Lubin,0:2
8476,2021-09-25,19:00,Legia Warszawa,Raków Częstochowa,2:3
8477,2021-09-26,11:30,Bruk-Bet Termalica Nieciecza,Górnik Zabrze,3:1
8478,2021-09-26,14:00,Śląsk Wrocław,Wisła Płock,3:1
8479,2021-09-26,16:30,Wisła Kraków,Pogoń Szczecin,0:1
8480,2021-09-27,17:00,Piast Gliwice,KS Cracovia,2:4
8481,2021-10-01,17:00,Zagłębie Lubin,Jagiellonia Białystok,0:1
8482,2021-10-01,19:30,Piast Gliwice,Wisła Kraków,1:0
8483,2021-10-02,11:30,Radomiak Radom,Bruk-Bet Termalica Nieciecza,1:1
8484,2021-10-02,14:00,KS Cracovia,FKS Stal Mielec,3:3
8485,2021-10-02,16:30,Lech Poznań,Śląsk Wrocław,4:0
8486,2021-10-02,19:00,Górnik Zabrze,Wisła Płock,4:2
8487,2021-10-03,11:30,Raków Częstochowa,Warta Poznań,3:0
8488,2021-10-03,14:00,Pogoń Szczecin,Górnik Łęczna,4:1
8489,2021-10-03,16:30,Lechia Gdańsk,Legia Warszawa,3:1
8490,2021-10-16,11:30,Górnik Łęczna,Piast Gliwice,1:1
8491,2021-10-16,14:00,Bruk-Bet Termalica Nieciecza,Lechia Gdańsk,0:2
8492,2021-10-16,16:30,Górnik Zabrze,Wisła Kraków,0:1
8493,2021-10-16,19:00,Śląsk Wrocław,Raków Częstochowa,1:2
8494,2021-10-17,11:30,Wisła Płock,Pogoń Szczecin,1:0
8495,2021-10-17,14:00,KS Cracovia,Warta Poznań,2:0
8496,2021-10-17,16:30,Legia Warszawa,Lech Poznań,0:1
8497,2021-10-18,17:00,FKS Stal Mielec,Zagłębie Lubin,4:2
8498,2021-10-18,19:30,Jagiellonia Białystok,Radomiak Radom,1:1
8499,2021-10-22,17:00,Radomiak Radom,Górnik Łęczna,3:1
8500,2021-10-22,19:30,Lech Poznań,Wisła Płock,4:1
8501,2021-10-23,11:30,Raków Częstochowa,Bruk-Bet Termalica Nieciecza,3:2
8502,2021-10-23,14:00,Lechia Gdańsk,Górnik Zabrze,1:1
8503,2021-10-23,16:30,Pogoń Szczecin,Jagiellonia Białystok,4:1
8504,2021-10-23,19:00,Wisła Kraków,Śląsk Wrocław,0:5
8505,2021-10-24,14:00,Zagłębie Lubin,KS Cracovia,1:1
8506,2021-10-24,16:30,Warta Poznań,FKS Stal Mielec,0:0
8507,2021-10-24,19:00,Piast Gliwice,Legia Warszawa,4:1
8508,2021-10-29,17:00,KS Cracovia,Radomiak Radom,1:2
8509,2021-10-29,19:30,FKS Stal Mielec,Lech Poznań,0:0
8510,2021-10-30,11:30,Bruk-Bet Termalica Nieciecza,Śląsk Wrocław,4:3
8511,2021-10-30,14:00,Warta Poznań,Lechia Gdańsk,0:2
8512,2021-10-30,16:30,Górnik Zabrze,Zagłębie Lubin,0:0
8513,2021-10-30,19:00,Jagiellonia Białystok,Piast Gliwice,3:3
8514,2021-10-31,11:30,Wisła Płock,Wisła Kraków,2:0
8515,2021-10-31,14:00,Górnik Łęczna,Raków Częstochowa,0:0
8516,2021-10-31,16:30,Legia Warszawa,Pogoń Szczecin,0:2
8517,2021-11-05,17:00,Wisła Płock,Bruk-Bet Termalica Nieciecza,1:1
8518,2021-11-05,19:30,Śląsk Wrocław,Jagiellonia Białystok,2:2
8519,2021-11-06,11:30,Piast Gliwice,Warta Poznań,0:1
8520,2021-11-06,14:00,Radomiak Radom,Górnik Zabrze,1:0
8521,2021-11-06,16:30,Lechia Gdańsk,Zagłębie Lubin,2:1
8522,2021-11-06,19:00,Górnik Łęczna,Lech Poznań,1:1
8523,2021-11-07,14:00,Raków Częstochowa,Pogoń Szczecin,0:0
8524,2021-11-07,16:30,Legia Warszawa,FKS Stal Mielec,1:3
8525,2021-11-07,19:00,Wisła Kraków,KS Cracovia,1:0
8526,2021-11-20,11:30,Warta Poznań,Wisła Płock,1:2
8527,2021-11-20,14:00,Jagiellonia Białystok,Wisła Kraków,3:1
8528,2021-11-20,16:30,FKS Stal Mielec,Lechia Gdańsk,3:3
8529,2021-11-20,19:00,Lech Poznań,Piast Gliwice,1:0
