,data,godzina,dom,wyjazd,wynik
8530,2021-11-21,11:30,Bruk-Bet Termalica Nieciecza,Górnik Łęczna,1:1
8531,2021-11-21,14:00,Pogoń Szczecin,Śląsk Wrocław,2:1
8532,2021-11-21,16:30,Górnik Zabrze,Legia Warszawa,3:2
8533,2021-11-22,17:00,Zagłębie Lubin,Radomiak Radom,0:2
8534,2021-11-22,19:30,KS Cracovia,Raków Częstochowa,1:0
8535,2021-11-26,17:00,Piast Gliwice,Bruk-Bet Termalica Nieciecza,2:1
8536,2021-11-26,19:30,Wisła Kraków,Radomiak Radom,0:1
8537,2021-11-27,11:30,Górnik Łęczna,Górnik Zabrze,1:2
8538,2021-11-27,14:00,Śląsk Wrocław,FKS Stal Mielec,2:1
8539,2021-11-27,16:30,Pogoń Szczecin,Lechia Gdańsk,5:1
8540,2021-11-27,19:00,Raków Częstochowa,Zagłębie Lubin,4:0
8541,2021-11-28,11:30,Wisła Płock,KS Cracovia,2:1
8542,2021-11-28,14:00,Lech Poznań,Warta Poznań,2:0
8543,2021-11-28,16:30,Legia Warszawa,Jagiellonia Białystok,1:0
8544,2021-12-03,17:00,FKS Stal Mielec,Wisła Płock,2:1
8545,2021-12-03,19:30,Górnik Zabrze,Śląsk Wrocław,3:1
8546,2021-12-04,14:00,Bruk-Bet Termalica Nieciecza,Pogoń Szczecin,1:3
8547,2021-12-04,16:30,Jagiellonia Białystok,Górnik Łęczna,1:2
8548,2021-12-04,19:00,Lechia Gdańsk,Raków Częstochowa,3:1
8549,2021-12-05,16:30,Zagłębie Lubin,Lech Poznań,2:3
8550,2021-12-05,19:00,KS Cracovia,Legia Warszawa,1:0
8551,2021-12-06,17:00,Warta Poznań,Wisła Kraków,1:1
8552,2021-12-14,17:45,Radomiak Radom,Piast Gliwice,2:2
8553,2021-12-10,17:00,FKS Stal Mielec,Bruk-Bet Termalica Nieciecza,1:0
8554,2021-12-10,19:30,Raków Częstochowa,Piast Gliwice,1:0
8555,2021-12-11,14:00,Radomiak Radom,Lech Poznań,2:1
8556,2021-12-11,16:30,Zagłębie Lubin,Wisła Kraków,2:1
8557,2021-12-11,19:00,Lechia Gdańsk,Jagiellonia Białystok,1:2
8558,2021-12-12,11:30,KS Cracovia,Górnik Łęczna,0:2
8559,2021-12-12,14:00,Wisła Płock,Legia Warszawa,1:0
8560,2021-12-12,16:30,Górnik Zabrze,Pogoń Szczecin,2:2
8561,2021-12-13,17:00,Warta Poznań,Śląsk Wrocław,2:1
8562,2021-12-17,17:00,Wisła Kraków,Bruk-Bet Termalica Nieciecza,3:0
8563,2021-12-17,19:30,Wisła Płock,Lechia Gdańsk,1:0
8564,2021-12-18,11:30,Piast Gliwice,FKS Stal Mielec,1:1
8565,2021-12-18,14:00,Pogoń Szczecin,Warta Poznań,1:1
8566,2021-12-18,16:30,Śląsk Wrocław,KS Cracovia,0:2
8567,2021-12-18,19:00,Raków Częstochowa,Jagiellonia Białystok,5:0
8568,2021-12-19,11:30,Górnik Łęczna,Zagłębie Lubin,2:1
8569,2021-12-19,14:00,Lech Poznań,Górnik Zabrze,2:1
8570,2021-12-19,16:30,Legia Warszawa,Radomiak Radom,0:3
8571,2022-02-04,17:00,Bruk-Bet Termalica Nieciecza,Jagiellonia Białystok,2:1
8572,2022-02-04,19:30,Zagłębie Lubin,Legia Warszawa,1:3
8573,2022-02-05,14:00,FKS Stal Mielec,Górnik Zabrze,1:2
8574,2022-02-05,16:30,Piast Gliwice,Pogoń Szczecin,0:2
8575,2022-02-05,19:00,Lechia Gdańsk,Śląsk Wrocław,2:0
8576,2022-02-06,11:30,Warta Poznań,Górnik Łęczna,1:1
8577,2022-02-06,14:00,Raków Częstochowa,Wisła Kraków,2:0
8578,2022-02-06,16:30,KS Cracovia,Lech Poznań,3:3
8579,2022-02-07,17:00,Radomiak Radom,Wisła Płock,1:1
8580,2022-02-11,17:00,Górnik Łęczna,Śląsk Wrocław,1:1
8581,2022-02-11,19:30,KS Cracovia,Lechia Gdańsk,2:0
8582,2022-02-12,14:00,Wisła Kraków,FKS Stal Mielec,0:1
8583,2022-02-12,16:30,Radomiak Radom,Raków Częstochowa,0:1
8584,2022-02-12,19:00,Lech Poznań,Bruk-Bet Termalica Nieciecza,5:0
8585,2022-02-13,11:30,Wisła Płock,Piast Gliwice,0:2
8586,2022-02-13,14:00,Pogoń Szczecin,Zagłębie Lubin,2:1
8587,2022-02-13,16:30,Legia Warszawa,Warta Poznań,0:1
8588,2022-02-14,17:00,Górnik Zabrze,Jagiellonia Białystok,1:2
8589,2022-02-18,17:00,Zagłębie Lubin,Wisła Płock,3:1
8590,2022-02-18,19:30,FKS Stal Mielec,Pogoń Szczecin,0:1
8591,2022-02-19,14:00,Jagiellonia Białystok,KS Cracovia,0:0
8592,2022-02-19,16:30,Śląsk Wrocław,Piast Gliwice,1:3
8593,2022-02-19,19:00,Bruk-Bet Termalica Nieciecza,Legia Warszawa,0:0
8594,2022-02-20,11:30,Warta Poznań,Radomiak Radom,3:1
8595,2022-02-20,14:00,Górnik Zabrze,Raków Częstochowa,1:1
8596,2022-02-20,16:30,Lechia Gdańsk,Lech Poznań,1:0
8597,2022-02-21,17:00,Wisła Kraków,Górnik Łęczna,0:0
8598,2022-02-25,17:00,Raków Częstochowa,Wisła Płock,2:0
8599,2022-02-25,19:30,Legia Warszawa,Wisła Kraków,2:1
8600,2022-02-26,14:00,Pogoń Szczecin,Lech Poznań,0:3
8601,2022-02-26,16:30,Górnik Łęczna,FKS Stal Mielec,2:0
8602,2022-02-26,19:00,Piast Gliwice,Górnik Zabrze,0:0
8603,2022-02-27,11:30,Jagiellonia Białystok,Warta Poznań,1:1
8604,2022-02-27,14:00,Radomiak Radom,Lechia Gdańsk,2:0
8605,2022-02-27,16:30,Śląsk Wrocław,Zagłębie Lubin,0:0
8606,2022-02-28,17:00,KS Cracovia,Bruk-Bet Termalica Nieciecza,1:2
8607,2022-03-04,17:00,FKS Stal Mielec,Jagiellonia Białystok,1:1
8608,2022-03-04,19:30,Pogoń Szczecin,Radomiak Radom,4:0
8609,2022-03-05,14:00,Bruk-Bet Termalica Nieciecza,Warta Poznań,1:0
8610,2022-03-05,16:30,Zagłębie Lubin,Piast Gliwice,0:0
8611,2022-03-05,19:00,Lechia Gdańsk,Wisła Kraków,1:1
8612,2022-03-06,11:30,Wisła Płock,Górnik Łęczna,3:1
8613,2022-03-06,14:00,Górnik Zabrze,KS Cracovia,3:0
8614,2022-03-06,16:30,Lech Poznań,Raków Częstochowa,0:1
8615,2022-03-07,18:00,Legia Warszawa,Śląsk Wrocław,1:0
8616,2022-03-11,17:00,Bruk-Bet Termalica Nieciecza,Zagłębie Lubin,0:2
8617,2022-03-11,19:30,Górnik Łęczna,Legia Warszawa,0:1
8618,2022-03-12,14:00,Warta Poznań,Górnik Zabrze,2:1
8619,2022-03-12,16:30,Piast Gliwice,Lechia Gdańsk,1:0
8620,2022-03-12,19:00,KS Cracovia,Pogoń Szczecin,1:1
8621,2022-03-13,11:30,Jagiellonia Białystok,Wisła Płock,0:1
8622,2022-03-13,14:00,Śląsk Wrocław,Radomiak Radom,0:0
8623,2022-03-13,16:30,Wisła Kraków,Lech Poznań,1:1
8624,2022-03-14,17:00,Raków Częstochowa,FKS Stal Mielec,2:1
8625,2022-03-18,17:00,Zagłębie Lubin,Warta Poznań,0:4
8626,2022-03-18,19:30,Pogoń Szczecin,Wisła Kraków,4:1
8627,2022-03-19,11:30,Wisła Płock,Śląsk Wrocław,1:2
8628,2022-03-19,14:00,Raków Częstochowa,Legia Warszawa,1:1
8629,2022-03-19,16:30,Lechia Gdańsk,Górnik Łęczna,2:0
8630,2022-03-19,19:00,Lech Poznań,Jagiellonia Białystok,3:0
8631,2022-03-20,11:30,Radomiak Radom,FKS Stal Mielec,1:1
8632,2022-03-20,14:00,KS Cracovia,Piast Gliwice,0:1
8633,2022-03-20,16:30,Górnik Zabrze,Bruk-Bet Termalica Nieciecza,1:1
8634,2022-04-01,17:00,FKS Stal Mielec,KS Cracovia,1:2
8635,2022-04-01,19:30,Śląsk Wrocław,Lech Poznań,0:1
8636,2022-04-02,14:00,Warta Poznań,Raków Częstochowa,0:2
8637,2022-04-02,16:30,Górnik Łęczna,Pogoń Szczecin,0:4
8638,2022-04-02,19:00,Legia Warszawa,Lechia Gdańsk,2:1
8639,2022-04-03,11:30,Bruk-Bet Termalica Nieciecza,Radomiak Radom,1:1
8640,2022-04-03,14:00,Jagiellonia Białystok,Zagłębie Lubin,2:1
8641,2022-04-03,16:30,Wisła Kraków,Piast Gliwice,2:2
8642,2022-04-04,17:00,Wisła Płock,Górnik Zabrze,3:2
8643,2022-04-08,17:00,Zagłębie Lubin,FKS Stal Mielec,3:1
8644,2022-04-08,19:30,Pogoń Szczecin,Wisła Płock,1:2
8645,2022-04-09,14:00,Piast Gliwice,Górnik Łęczna,1:0
8646,2022-04-09,16:30,Lech Poznań,Legia Warszawa,1:1
8647,2022-04-09,19:00,Lechia Gdańsk,Bruk-Bet Termalica Nieciecza,2:0
8648,2022-04-10,11:30,Warta Poznań,KS Cracovia,1:0
8649,2022-04-10,14:00,Wisła Kraków,Górnik Zabrze,4:1
8650,2022-04-10,16:30,Raków Częstochowa,Śląsk Wrocław,1:1
8651,2022-04-11,17:00,Radomiak Radom,Jagiellonia Białystok,2:2
8652,2022-04-16,11:30,FKS Stal Mielec,Warta Poznań,0:1
8653,2022-04-16,11:30,Górnik Łęczna,Radomiak Radom,1:0
8654,2022-04-16,14:00,Bruk-Bet Termalica Nieciecza,Raków Częstochowa,0:3
8655,2022-04-16,16:30,Jagiellonia Białystok,Pogoń Szczecin,1:2
8656,2022-04-16,19:00,Wisła Płock,Lech Poznań,0:1
8657,2022-04-18,11:30,KS Cracovia,Zagłębie Lubin,1:0
8658,2022-04-18,14:00,Śląsk Wrocław,Wisła Kraków,1:1
8659,2022-04-18,16:30,Górnik Zabrze,Lechia Gdańsk,1:3
8660,2022-04-18,19:00,Legia Warszawa,Piast Gliwice,0:1
8661,2022-04-22,17:00,Radomiak Radom,KS Cracovia,0:1
8662,2022-04-22,19:30,Zagłębie Lubin,Górnik Zabrze,2:4
8663,2022-04-23,14:00,Śląsk Wrocław,Bruk-Bet Termalica Nieciecza,0:4
8664,2022-04-23,16:30,Piast Gliwice,Jagiellonia Białystok,2:1
8665,2022-04-23,19:00,Lechia Gdańsk,Warta Poznań,2:0
8666,2022-04-24,11:30,Lech Poznań,FKS Stal Mielec,3:1
8667,2022-04-24,14:00,Raków Częstochowa,Górnik Łęczna,2:1
8668,2022-04-24,16:30,Pogoń Szczecin,Legia Warszawa,3:1
8669,2022-04-25,18:00,Wisła Kraków,Wisła Płock,3:4
8670,2022-04-20,17:00,Lech Poznań,Górnik Łęczna,3:0
8671,2022-04-20,19:30,Pogoń Szczecin,Raków Częstochowa,1:2
8672,2022-04-29,17:00,Warta Poznań,Piast Gliwice,2:3
8673,2022-04-29,19:30,Górnik Zabrze,Radomiak Radom,0:0
8674,2022-04-30,14:00,Jagiellonia Białystok,Śląsk Wrocław,1:1
8675,2022-04-30,16:30,Zagłębie Lubin,Lechia Gdańsk,2:2
8676,2022-04-30,19:00,FKS Stal Mielec,Legia Warszawa,2:1
8677,2022-05-01,14:00,Bruk-Bet Termalica Nieciecza,Wisła Płock,1:0
8678,2022-05-01,16:30,KS Cracovia,Wisła Kraków,0:0
8679,2022-05-06,17:00,Radomiak Radom,Zagłębie Lubin,1:6
8680,2022-05-06,19:30,Legia Warszawa,Górnik Zabrze,5:3
8681,2022-05-07,14:00,Wisła Płock,Warta Poznań,0:3
8682,2022-05-07,16:30,Śląsk Wrocław,Pogoń Szczecin,1:1
8683,2022-05-07,19:00,Wisła Kraków,Jagiellonia Białystok,0:0
8684,2022-05-08,11:30,Lechia Gdańsk,FKS Stal Mielec,3:2
8685,2022-05-08,14:00,Raków Częstochowa,KS Cracovia,1:1
8686,2022-05-08,16:30,Piast Gliwice,Lech Poznań,1:2
8687,2022-05-09,17:00,Górnik Łęczna,Bruk-Bet Termalica Nieciecza,1:1
8688,2022-05-13,17:00,KS Cracovia,Wisła Płock,3:0
8689,2022-05-13,19:30,Jagiellonia Białystok,Legia Warszawa,2:2
8690,2022-05-14,11:30,Bruk-Bet Termalica Nieciecza,Piast Gliwice,0:1
8691,2022-05-14,14:00,Warta Poznań,Lech Poznań,1:2
8692,2022-05-14,16:30,Zagłębie Lubin,Raków Częstochowa,1:0
8693,2022-05-14,19:00,Lechia Gdańsk,Pogoń Szczecin,0:0
8694,2022-05-15,11:30,FKS Stal Mielec,Śląsk Wrocław,1:1
8695,2022-05-15,14:00,Górnik Zabrze,Górnik Łęczna,4:2
8696,2022-05-15,16:30,Radomiak Radom,Wisła Kraków,4:2
8697,2022-05-21,16:30,Lech Poznań,Zagłębie Lubin,2:1
8698,2022-05-21,16:30,Legia Warszawa,KS Cracovia,3:0
8699,2022-05-21,16:30,Piast Gliwice,Radomiak Radom,1:1
8700,2022-05-21,16:30,Pogoń Szczecin,Bruk-Bet Termalica Nieciecza,2:2
8701,2022-05-21,16:30,Raków Częstochowa,Lechia Gdańsk,3:0
8702,2022-05-21,16:30,Wisła Kraków,Warta Poznań,0:1
8703,2022-05-21,16:30,Wisła Płock,FKS Stal Mielec,3:0
8704,2022-05-21,16:30,Śląsk Wrocław,Górnik Zabrze,3:4
8705,2022-05-21,16:30,Górnik Łęczna,Jagiellonia Białystok,0:1
8706,2022-07-15,17:00,Raków Częstochowa,Warta Poznań,1:0
8707,2022-07-15,19:30,Zagłębie Lubin,Śląsk Wrocław,0:0
8708,2022-07-16,14:00,Lech Poznań,FKS Stal Mielec,0:2
8709,2022-07-16,16:30,Jagiellonia Białystok,Piast Gliwice,2:0
8710,2022-07-16,19:00,Korona Kielce,Legia Warszawa,1:1
8711,2022-07-17,11:30,Radomiak Radom,Miedź Legnica,1:1
8712,2022-07-17,14:00,Wisła Płock,Lechia Gdańsk,3:0
8713,2022-07-17,16:30,Pogoń Szczecin,Widzew Łódź,2:1
8714,2022-07-18,18:00,Górnik Zabrze,KS Cracovia,0:2
8715,2022-07-22,17:00,Warta Poznań,Wisła Płock,0:4
8716,2022-07-22,19:30,Jagiellonia Białystok,Widzew Łódź,0:2
8717,2022-07-23,16:30,KS Cracovia,Korona Kielce,2:0
8718,2022-07-23,19:00,Legia Warszawa,Zagłębie Lubin,2:0
8719,2022-07-24,16:30,Śląsk Wrocław,Pogoń Szczecin,2:1
8720,2022-07-25,18:00,FKS Stal Mielec,Radomiak Radom,1:1
8721,2022-10-06,19:45,Piast Gliwice,Raków Częstochowa,0:1
8722,2022-11-18,19:30,Lechia Gdańsk,Górnik Zabrze,2:1
8723,2023-02-01,18:00,Miedź Legnica,Lech Poznań,2:2
8724,2022-07-29,17:00,Piast Gliwice,Zagłębie Lubin,0:1
8725,2022-07-29,19:30,KS Cracovia,Legia Warszawa,3:0
8726,2022-07-30,16:30,Radomiak Radom,Górnik Zabrze,0:3
8727,2022-07-30,19:00,Miedź Legnica,Warta Poznań,1:2
8728,2022-07-31,14:00,Pogoń Szczecin,Jagiellonia Białystok,1:0
8729,2022-07-31,16:30,Lech Poznań,Wisła Płock,1:3
8730,2022-07-31,16:30,Raków Częstochowa,FKS Stal Mielec,3:2
8731,2022-07-31,19:00,Widzew Łódź,Lechia Gdańsk,2:3
8732,2022-08-01,18:00,Korona Kielce,Śląsk Wrocław,3:1
8733,2022-08-05,17:00,FKS Stal Mielec,KS Cracovia,2:0
8734,2022-08-05,19:30,Legia Warszawa,Piast Gliwice,2:0
8735,2022-08-06,14:00,Lechia Gdańsk,Korona Kielce,0:1
8736,2022-08-06,16:30,Jagiellonia Białystok,Radomiak Radom,1:2
8737,2022-08-06,19:00,Śląsk Wrocław,Widzew Łódź,0:0
8738,2022-08-07,14:00,Warta Poznań,Pogoń Szczecin,1:2
8739,2022-08-07,16:30,Zagłębie Lubin,Lech Poznań,1:1
8740,2022-08-07,19:00,Górnik Zabrze,Raków Częstochowa,1:0
8741,2022-08-08,18:00,Wisła Płock,Miedź Legnica,4:1
8742,2022-08-12,17:00,Miedź Legnica,Zagłębie Lubin,0:1
8743,2022-08-12,19:30,Widzew Łódź,Legia Warszawa,1:2
8744,2022-08-13,14:00,KS Cracovia,Piast Gliwice,0:1
8745,2022-08-13,16:30,Górnik Zabrze,FKS Stal Mielec,1:3
8746,2022-08-13,19:00,Pogoń Szczecin,Wisła Płock,2:2
8747,2022-08-14,14:00,Radomiak Radom,Lechia Gdańsk,4:1
8748,2022-08-14,16:30,Raków Częstochowa,Jagiellonia Białystok,2:2
8749,2022-08-14,19:00,Lech Poznań,Śląsk Wrocław,0:1
8750,2022-08-15,18:00,Korona Kielce,Warta Poznań,0:1
8751,2022-08-19,17:00,Jagiellonia Białystok,Miedź Legnica,2:1
8752,2022-08-19,19:30,Legia Warszawa,Górnik Zabrze,2:2
8753,2022-08-20,14:00,Wisła Płock,Korona Kielce,2:1
8754,2022-08-20,16:30,Śląsk Wrocław,KS Cracovia,1:1
8755,2022-08-20,19:00,Warta Poznań,Widzew Łódź,0:1
8756,2022-08-21,14:00,Zagłębie Lubin,Radomiak Radom,0:1
8757,2022-08-21,16:30,Piast Gliwice,FKS Stal Mielec,4:0
8758,2022-08-31,17:00,Raków Częstochowa,Pogoń Szczecin,1:0
8759,2022-08-31,19:30,Lechia Gdańsk,Lech Poznań,0:3
8760,2022-08-26,17:00,Górnik Zabrze,Jagiellonia Białystok,1:1
8761,2022-08-26,19:30,FKS Stal Mielec,Legia Warszawa,0:1
8762,2022-08-27,11:30,Radomiak Radom,Korona Kielce,0:2
8763,2022-08-27,14:00,Miedź Legnica,Lechia Gdańsk,2:1
8764,2022-08-27,16:30,Pogoń Szczecin,Zagłębie Lubin,3:0
8765,2022-08-27,19:00,Widzew Łódź,Wisła Płock,2:1
8766,2022-08-28,11:30,KS Cracovia,Warta Poznań,0:2
8767,2022-08-28,14:00,Śląsk Wrocław,Raków Częstochowa,1:4
8768,2022-08-28,16:30,Lech Poznań,Piast Gliwice,1:0
8769,2022-09-02,19:30,Legia Warszawa,Radomiak Radom,1:0
8770,2022-09-03,14:00,FKS Stal Mielec,Śląsk Wrocław,2:0
8771,2022-09-03,16:30,Lechia Gdańsk,Warta Poznań,0:0
8772,2022-09-03,19:00,KS Cracovia,Raków Częstochowa,3:0
8773,2022-09-04,11:30,Zagłębie Lubin,Jagiellonia Białystok,1:1
8774,2022-09-04,14:00,Korona Kielce,Pogoń Szczecin,1:2
8775,2022-09-04,16:30,Lech Poznań,Widzew Łódź,2:0
8776,2022-09-05,17:00,Piast Gliwice,Miedź Legnica,2:1
8777,2022-09-05,19:30,Wisła Płock,Górnik Zabrze,1:1
8778,2022-09-09,17:00,Warta Poznań,Zagłębie Lubin,2:2
8779,2022-09-09,19:30,Widzew Łódź,KS Cracovia,2:0
8780,2022-09-10,14:00,Śląsk Wrocław,Lechia Gdańsk,2:1
8781,2022-09-10,16:30,Radomiak Radom,Wisła Płock,2:0
8782,2022-09-10,19:00,Górnik Zabrze,Piast Gliwice,3:3
8783,2022-09-11,11:30,Miedź Legnica,Korona Kielce,2:2
8784,2022-09-11,14:00,Pogoń Szczecin,Lech Poznań,2:2
8785,2022-09-11,16:30,Raków Częstochowa,Legia Warszawa,4:0
8786,2022-09-12,18:00,Jagiellonia Białystok,FKS Stal Mielec,4:0
8787,2022-09-16,17:00,Piast Gliwice,Śląsk Wrocław,1:1
8788,2022-09-16,19:30,Legia Warszawa,Miedź Legnica,3:2
8789,2022-09-17,11:30,FKS Stal Mielec,Widzew Łódź,0:3
8790,2022-09-17,14:00,Lechia Gdańsk,Jagiellonia Białystok,2:2
8791,2022-09-17,16:30,Raków Częstochowa,Radomiak Radom,3:0
8792,2022-09-17,19:00,KS Cracovia,Pogoń Szczecin,1:1
8793,2022-09-18,11:30,Korona Kielce,Górnik Zabrze,1:2
8794,2022-09-18,14:00,Zagłębie Lubin,Wisła Płock,2:1
8795,2022-09-18,16:30,Warta Poznań,Lech Poznań,0:1
8796,2022-09-30,17:00,Radomiak Radom,KS Cracovia,0:2
8797,2022-09-30,19:30,Wisła Płock,Piast Gliwice,1:0
8798,2022-10-01,14:00,Górnik Zabrze,Zagłębie Lubin,2:3
8799,2022-10-01,16:30,Lech Poznań,Legia Warszawa,0:0
8800,2022-10-01,19:30,Pogoń Szczecin,Lechia Gdańsk,2:1
8801,2022-10-02,11:30,Miedź Legnica,FKS Stal Mielec,0:2
8802,2022-10-02,14:00,Jagiellonia Białystok,Korona Kielce,4:1
8803,2022-10-02,16:30,Widzew Łódź,Raków Częstochowa,0:0
8804,2022-10-03,18:00,Śląsk Wrocław,Warta Poznań,0:2
8805,2022-10-07,17:00,FKS Stal Mielec,Pogoń Szczecin,4:2
8806,2022-10-07,19:30,Jagiellonia Białystok,Wisła Płock,1:1
8807,2022-10-08,14:00,Śląsk Wrocław,Górnik Zabrze,4:1
8808,2022-10-08,16:30,Legia Warszawa,Warta Poznań,1:0
8809,2022-10-08,19:00,KS Cracovia,Lechia Gdańsk,0:1
8810,2022-10-09,14:00,Zagłębie Lubin,Korona Kielce,1:1
8811,2022-10-09,16:30,Lech Poznań,Radomiak Radom,1:0
8812,2022-10-10,17:00,Raków Częstochowa,Miedź Legnica,1:0
8813,2022-10-10,19:30,Piast Gliwice,Widzew Łódź,1:2
8814,2022-10-14,17:00,Korona Kielce,FKS Stal Mielec,0:2
8815,2022-10-14,19:30,Wisła Płock,Legia Warszawa,2:1
8816,2022-10-15,11:30,Radomiak Radom,Śląsk Wrocław,2:0
8817,2022-10-15,14:00,Lechia Gdańsk,Raków Częstochowa,0:3
8818,2022-10-15,16:30,Warta Poznań,Jagiellonia Białystok,2:0
8819,2022-10-15,19:00,Pogoń Szczecin,Piast Gliwice,1:1
8820,2022-10-16,11:30,Miedź Legnica,KS Cracovia,1:1
8821,2022-10-16,14:00,Widzew Łódź,Zagłębie Lubin,3:0
8822,2022-10-16,17:30,Górnik Zabrze,Lech Poznań,1:2
8823,2022-10-21,19:30,Widzew Łódź,Miedź Legnica,1:0
8824,2022-10-22,14:00,FKS Stal Mielec,Wisła Płock,1:1
8825,2022-10-22,16:30,Legia Warszawa,Pogoń Szczecin,1:1
8826,2022-10-22,19:00,Raków Częstochowa,Korona Kielce,1:0
8827,2022-10-23,11:30,Warta Poznań,Górnik Zabrze,0:0
8828,2022-10-23,14:00,Śląsk Wrocław,Jagiellonia Białystok,2:2
8829,2022-10-23,16:30,KS Cracovia,Lech Poznań,0:0
8830,2022-10-24,17:00,Piast Gliwice,Radomiak Radom,1:2
8831,2022-10-24,19:30,Zagłębie Lubin,Lechia Gdańsk,0:3
8832,2022-10-28,17:00,Miedź Legnica,Pogoń Szczecin,2:4
8833,2022-10-28,19:30,Górnik Zabrze,Widzew Łódź,3:0
8834,2022-10-29,14:00,Korona Kielce,Piast Gliwice,1:1
8835,2022-10-29,16:30,Jagiellonia Białystok,Legia Warszawa,2:5
8836,2022-10-29,19:00,Wisła Płock,Śląsk Wrocław,1:2
8837,2022-10-30,11:30,Zagłębie Lubin,KS Cracovia,0:2
8838,2022-10-30,14:00,Lechia Gdańsk,FKS Stal Mielec,1:0
8839,2022-10-30,16:30,Lech Poznań,Raków Częstochowa,1:2
8840,2022-10-31,18:00,Radomiak Radom,Warta Poznań,2:3
8841,2022-11-04,17:00,FKS Stal Mielec,Zagłębie Lubin,3:0
8842,2022-11-04,19:30,Legia Warszawa,Lechia Gdańsk,2:1
8843,2022-11-05,11:30,Piast Gliwice,Warta Poznań,0:2
8844,2022-11-05,14:00,KS Cracovia,Jagiellonia Białystok,1:0
8845,2022-11-05,16:30,Pogoń Szczecin,Górnik Zabrze,1:4
8846,2022-11-05,19:00,Raków Częstochowa,Wisła Płock,7:1
8847,2022-11-06,11:30,Miedź Legnica,Śląsk Wrocław,1:0
8848,2022-11-06,14:00,Widzew Łódź,Radomiak Radom,1:3
8849,2022-11-06,16:30,Lech Poznań,Korona Kielce,3:2
8850,2022-11-11,17:00,Warta Poznań,FKS Stal Mielec,1:1
8851,2022-11-11,19:30,Wisła Płock,KS Cracovia,1:0
8852,2022-11-12,11:30,Korona Kielce,Widzew Łódź,0:1
8853,2022-11-12,14:00,Górnik Zabrze,Miedź Legnica,0:3
8854,2022-11-12,16:30,Jagiellonia Białystok,Lech Poznań,1:2
8855,2022-11-12,19:00,Zagłębie Lubin,Raków Częstochowa,1:2
8856,2022-11-13,11:30,Radomiak Radom,Pogoń Szczecin,1:2
8857,2022-11-13,14:00,Lechia Gdańsk,Piast Gliwice,1:3
8858,2022-11-13,16:30,Śląsk Wrocław,Legia Warszawa,0:0
8859,2023-01-27,17:00,Miedź Legnica,Radomiak Radom,0:0
8860,2023-01-27,19:30,FKS Stal Mielec,Lech Poznań,0:0
8861,2023-01-28,14:00,Warta Poznań,Raków Częstochowa,1:1
8862,2023-01-28,16:30,Widzew Łódź,Pogoń Szczecin,3:3
8863,2023-01-28,19:00,Śląsk Wrocław,Zagłębie Lubin,0:3
8864,2023-01-29,11:30,Piast Gliwice,Jagiellonia Białystok,1:1
8865,2023-01-29,14:00,Legia Warszawa,Korona Kielce,3:2
8866,2023-01-29,16:30,Lechia Gdańsk,Wisła Płock,1:0
8867,2023-01-30,18:00,KS Cracovia,Górnik Zabrze,2:0
8868,2023-02-03,20:00,Widzew Łódź,Jagiellonia Białystok,1:1
8869,2023-02-04,14:00,Raków Częstochowa,Piast Gliwice,1:0
8870,2023-02-04,16:30,Górnik Zabrze,Lechia Gdańsk,1:1
8871,2023-02-04,19:00,Zagłębie Lubin,Legia Warszawa,1:2
8872,2023-02-05,11:30,Radomiak Radom,FKS Stal Mielec,1:0
8873,2023-02-05,14:00,Lech Poznań,Miedź Legnica,1:0
8874,2023-02-05,16:30,Pogoń Szczecin,Śląsk Wrocław,0:2
8875,2023-02-06,18:00,Korona Kielce,KS Cracovia,2:1
8876,2023-03-08,17:45,Wisła Płock,Warta Poznań,1:0
8877,2023-02-10,17:00,FKS Stal Mielec,Raków Częstochowa,0:0
8878,2023-02-10,19:30,Lechia Gdańsk,Widzew Łódź,0:0
8879,2023-02-11,14:00,Śląsk Wrocław,Korona Kielce,1:1
8880,2023-02-11,16:30,Wisła Płock,Lech Poznań,0:1
8881,2023-02-11,19:00,Jagiellonia Białystok,Pogoń Szczecin,2:0
8882,2023-02-12,11:30,Zagłębie Lubin,Piast Gliwice,0:2
8883,2023-02-12,14:00,Górnik Zabrze,Radomiak Radom,0:0
8884,2023-02-12,16:30,Legia Warszawa,KS Cracovia,2:2
8885,2023-02-13,18:00,Warta Poznań,Miedź Legnica,1:1
8886,2023-02-17,17:00,KS Cracovia,FKS Stal Mielec,2:1
8887,2023-02-17,19:30,Widzew Łódź,Śląsk Wrocław,1:0
8888,2023-02-18,14:00,Korona Kielce,Lechia Gdańsk,1:0
8889,2023-02-18,16:30,Raków Częstochowa,Górnik Zabrze,2:0
8890,2023-02-18,19:00,Pogoń Szczecin,Warta Poznań,3:1
8891,2023-02-19,11:30,Miedź Legnica,Wisła Płock,2:1
8892,2023-02-19,14:00,Lech Poznań,Zagłębie Lubin,1:2
8893,2023-02-19,16:30,Piast Gliwice,Legia Warszawa,0:1
8894,2023-02-20,18:00,Radomiak Radom,Jagiellonia Białystok,0:0
8895,2023-02-24,17:00,Jagiellonia Białystok,Raków Częstochowa,1:2
8896,2023-02-24,19:30,Legia Warszawa,Widzew Łódź,2:2
8897,2023-02-25,14:00,Piast Gliwice,KS Cracovia,2:1
8898,2023-02-25,16:30,Warta Poznań,Korona Kielce,5:1
8899,2023-02-25,19:00,Lechia Gdańsk,Radomiak Radom,1:3
